,Rating_id,Rating,Movie_id,title,Username,Critique,Date
689,690,3.3,10225,Friday the 13th Part VI: Jason Lives,tbeddonj5,Ultrasonography of Head and Neck,2004-05-19
690,691,7.0,10281,Friday the 13th Part VII: The New Blood,khabbesj6,"Supplement L Inguinal Region w Synth Sub, Perc Endo",2023-03-23
691,692,7.0,10283,Friday the 13th Part VIII: Jason Takes Manhattan,aorrumj7,"Dilation of Lower Artery, Bifurcation, Open Approach",2019-08-15
692,693,8.3,948,Halloween,dstrowlgerj8,"Extirpation of Matter from L Popl Art, Bifurc, Open Approach",2010-05-05
693,694,4.8,11281,Halloween II,fpescudj9,"Supplement Left Foot Muscle with Autol Sub, Open Approach",2010-09-12
694,695,9.6,10676,Halloween III: Season of the Witch,msallansja,"Insertion of Infusion Device into R Foot, Perc Endo Approach",2003-07-23
695,696,6.8,11357,Halloween 4: The Return of Michael Myers,chardwayjb,"Introduce Monoclonal Antibody in Pleural Cav, Via Opening",2003-03-26
696,697,9.6,11361,Halloween 5: The Revenge of Michael Myers,aedrichjc,"Restrict Int Mamm, R Lymph w Extralum Dev, Open",2005-04-04
697,698,6.1,36599,Prom Night,skitherjd,"Extirpation of Matter from Cerebellum, Open Approach",2010-09-16
698,699,2.3,10585,Child's Play,pdrysdellje,"Repair R Hand Subcu/Fascia, Open Approach",2011-07-09
699,700,7.2,11186,Child's Play 2,iconnaughtonjf,"Extirpation of Matter from Left Middle Ear, Open Approach",2023-06-01
700,701,6.7,11187,Child's Play 3,rruddochjg,LDR Brachytherapy of Stomach using Oth Isotope,2000-11-05
701,702,2.8,609,Poltergeist,cgumbjh,"Removal of Nonaut Sub from Pancreat Duct, Endo",2006-09-29
702,703,7.5,11133,Poltergeist II: The Other Side,tleftwichji,Planar Nuclear Medicine Imaging of Chest using Indium 111,2001-08-18
703,704,7.3,10306,Poltergeist III,mbollonjj,Muscle Performance Assessment of Genitourinary System,2012-10-10
704,705,9.6,9552,The Exorcist,ccaldronjk,"Alteration of Left Lower Arm, Perc Endo Approach",2020-12-28
705,706,5.6,11586,Exorcist II: The Heretic,mbudikjl,"Repair Left Inguinal Lymphatic, Perc Endo Approach",2001-12-18
706,707,5.5,941,Lethal Weapon,jdavanajm,Nonimag Nucl Med Prob of Pelvic Lymph using Technetium 99m,2005-01-24
707,708,4.5,942,Lethal Weapon 2,nkirtlandjn,"Dilate Hepatic Art, Bifurc, w Intralum Dev, Perc",2016-01-05
708,709,10.0,943,Lethal Weapon 3,esiemonjo,"Bypass R Axilla Art to R Up Arm Art w Autol Vn, Open",2004-06-02
709,710,1.7,927,Gremlins,rmapotherjp,"Revision of Drain Dev in Epididymis/Sperm Cord, Via Opening",2002-12-28
710,711,7.0,928,Gremlins 2: The New Batch,mgelsthorpejq,"Revision of Tracheostomy Device in Trachea, Perc Approach",2021-05-27
711,712,4.8,9340,The Goonies,egathwaitejr,"Replace of L Basilic Vein with Synth Sub, Perc Endo Approach",2012-10-29
712,713,1.7,9342,The Mask of Zorro,mjeffcoatejs,CT Scan of Sacroiliac Jt using L Osm Contrast,2023-10-22
713,714,4.6,19,Metropolis,kpaynesjt,"Replace R Great Saphenous w Nonaut Sub, Perc Endo",2012-10-28
714,715,8.4,165,Back to the Future Part II,djulyju,"Reposition Right Carpal Joint with Ext Fix, Perc Approach",2006-03-02
715,716,1.8,196,Back to the Future Part III,ygauchierjv,"Division of Left Shoulder Bursa and Ligament, Open Approach",2000-07-30
716,717,4.2,551,The Poseidon Adventure,okampshelljw,"Release Left Thorax Tendon, External Approach",2023-10-02
717,718,6.9,3170,Bambi,ulindenblattjx,Ultrasonography of Single Coronary Artery using Oth Contrast,2002-05-17
718,719,6.2,346,Seven Samurai,nclerkjy,CT Scan of R Shoulder using H Osm Contrast,2010-02-19
719,720,3.0,859,Dangerous Liaisons,korridgejz,"Dilation of Left Large Intestine, Via Opening",2017-01-13
720,721,9.8,841,Dune,mcarnegyk0,"Supplement L Kidney Pelvis w Autol Sub, Perc Endo",2006-11-20
721,722,4.8,11051,The Last Temptation of Christ,mcrichleyk1,Stereotactic Particulate Radiosurgery of Abdomen Lymphatics,2008-09-27
722,723,8.2,242,The Godfather: Part III,brollinshawk2,"Occlusion L Less Saphenous w Intralum Dev, Open",2018-07-09
723,724,2.5,1411,The Rapture,gjeynesk3,"Drainage of Cerebellum, Percutaneous Approach",2014-05-02
724,725,2.4,9769,Lolita,jplayfordk4,"Introduce Regional Anesth in Periph Nrv, Plexi, Perc",2012-11-18
725,726,3.6,9424,Disturbing Behavior,ajuppek5,Change Intermittent Pressure Device on Right Lower Leg,2015-10-21
726,727,3.8,9835,Jane Austen's Mafia!,rdelaperrellek6,"Bypass R Ext Iliac Vein to Low Vein w Autol Vn, Perc Endo",2021-10-29
727,728,3.2,857,Saving Private Ryan,cturfesk7,"Fusion of Left Elbow Joint with Int Fix, Perc Endo Approach",2006-03-04
728,729,1.5,10957,The Black Cauldron,afullardk8,Fluoroscopy of Right Wrist using Other Contrast,2020-07-31
729,730,5.1,9570,The Black Hole,emingardk9,"Supplement Right Acetabulum with Nonaut Sub, Open Approach",2013-12-09
730,731,3.3,65157,Cheetah,djakoviljevicka,"Insertion of Radioact Elem into Prostate, Open Approach",2009-06-07
731,732,2.4,9994,The Great Mouse Detective,dconnowkb,"Revision of Synth Sub in Mouth/Throat, Extern Approach",2007-06-09
732,733,4.9,10439,Hocus Pocus,ckolakkc,Nonimag Nucl Med Uptake Thyroid Gland w Oth Radionuclide,2016-09-25
733,734,8.2,11158,Honey I Blew Up the Kid,fjakoviljevickd,"Destruction of Right Hand Artery, Open Approach",2018-05-14
734,735,9.4,9354,"Honey, I Shrunk the Kids",jlinacreke,"Remove Synth Sub from Low Intest Tract, Perc Endo",2012-07-20
735,736,4.0,9631,The Negotiator,scapliskf,"Supplement Left Hand with Autol Sub, Perc Endo Approach",2023-09-14
736,737,4.8,1779,Roger & Me,gswafferkg,"MRI of Sup Mesent Art using Oth Contrast, Unenh, Enhance",2014-05-10
737,738,2.8,10849,The Purple Rose of Cairo,dcaleykh,"Excision of Mesentery, Percutaneous Approach, Diagnostic",2012-04-17
738,739,7.1,907,Doctor Zhivago,aflaxmanki,"Excision of Vagus Nerve, Perc Endo Approach, Diagn",2020-08-13
739,740,3.3,11974,The 'Burbs,hepplekj,"Removal of Autol Sub from Vas Deferens, Perc Approach",2020-02-22
740,741,1.9,793,Blue Velvet,fchrishopkk,"Replacement of R Ethmoid Bone with Nonaut Sub, Perc Approach",2011-12-08
741,742,1.0,9325,The Jungle Book,bsloanekl,"Remove Nonaut Sub from L Sacroiliac Jt, Perc Endo",2022-07-14
742,743,2.7,10144,The Little Mermaid,oaldrickkm,"Dilate L Peroneal Art w 4+ Intralum Dev, Perc Endo",2019-08-08
743,744,7.5,10414,The Mighty Ducks,mconyardkn,"Revision of Synthetic Substitute in L Patella, Perc Approach",2004-05-14
744,745,9.0,12230,One Hundred and One Dalmatians,rallcockko,"Occlusion of Superior Mesenteric Vein, Perc Endo Approach",2021-07-26
745,746,8.4,10693,Peter Pan,kmancktelowkp,"Dilate of L Ext Carotid with 4+ Intralum Dev, Open Approach",2020-06-18
746,747,7.7,11135,The Rescuers Down Under,squickfallkq,"Reposition Right Metatarsal with Ext Fix, Perc Approach",2006-12-26
747,748,3.0,11319,The Rescuers,mmcilraithkr,"Bypass R Int Iliac Art to R Int Ilia w Autol Vn, Perc Endo",2012-08-15
748,749,1.2,13155,Return to Oz,lpilgerks,Plain Radiography of Left Pulmonary Artery,2018-11-16
749,750,6.8,10249,The Rocketeer,osebrightkt,"Extirpation of Matter from R Foot Vein, Perc Endo Approach",2006-03-07
750,751,5.5,10882,Sleeping Beauty,ctyceku,"Transfer Left Thorax Muscle with Subcu, Perc Endo Approach",2012-04-14
751,752,3.9,24808,Something Wicked This Way Comes,aklimpkv,"Occlusion of Splenic Vein with Extralum Dev, Perc Approach",2022-09-17
752,753,4.5,2619,Splash,nmcgrealkw,"Drainage of Accessory Pancreatic Duct, Perc Approach, Diagn",2001-01-11
753,754,4.2,97,Tron,eunsworthkx,"Change Drainage Device in Penis, External Approach",2005-09-11
754,755,1.0,11675,Halloween: H20,ifrancecioneky,"Excision of Right Wrist Region, Percutaneous Approach, Diagn",2008-03-31
755,756,8.2,19158,Graveyard Shift,criddleskz,"Transfuse Autol Frozen Red Cells in Central Art, Perc",2010-02-06
756,757,9.4,227,The Outsiders,mcarassl0,"Revision of Synth Sub in L Sacroiliac Jt, Extern Approach",2010-04-16
757,758,5.3,87,Indiana Jones and the Temple of Doom,ajedraszekl1,"Destruction of Median Nerve, Open Approach",2018-04-15
758,759,7.2,123,The Lord of the Rings,bvanichkinl2,"Resection of Right Sphenoid Sinus, Perc Endo Approach",2016-05-11
759,760,9.1,11336,The Dead Zone,lmaccarterl3,"Resection of Esophagogastric Junction, Via Opening",2017-08-23
760,761,1.1,9980,Maximum Overdrive,ocockelll4,"Dilate of L Int Iliac Art with 3 Intralum Dev, Open Approach",2001-05-31
761,762,3.4,10489,Cujo,nwhyberdl5,"Drainage of Right Vocal Cord, Open Approach, Diagnostic",2005-08-30
762,763,4.2,10823,Children of the Corn,llawfulll6,"Extraction of Radial Nerve, Open Approach",2003-09-20
763,764,5.4,11497,All Dogs Go to Heaven,cberzinsl7,ROM/Jt Integrity Assess Musculosk Low Back/LE w Oth Equip,2012-06-07
764,765,5.6,2907,The Addams Family,whavardl8,"Release Aortic Lymphatic, Percutaneous Approach",2004-08-23
765,766,1.5,9454,Ever After: A Cinderella Story,cemerinel9,"Drainage of Bone Marrow, Percutaneous Approach",2017-10-26
766,767,8.4,8688,Snake Eyes,sodlinla,"Repair Thoracic Nerve, Percutaneous Endoscopic Approach",2012-01-31
767,768,8.3,118452,"First Love, Last Rites",dallseplb,"Excision of Right Pleura, Perc Endo Approach, Diagn",2006-08-24
768,769,3.3,23954,Atlantic City,syarrlc,"Restriction of Urethra with Intralum Dev, Perc Endo Approach",2006-02-07
769,770,5.0,396,Who's Afraid of Virginia Woolf?,aboggisld,"Repair Right Inguinal Region, Perc Endo Approach",2018-05-03
770,771,6.7,16081,Doctor Dolittle,orickcordle,"Fragmentation in Left Upper Lobe Bronchus, Open Approach",2004-04-06
771,772,6.1,11837,Watership Down,hmckilroelf,"Bypass R Int Jugular Vein to Up Vein w Autol Art, Open",2018-02-02
772,773,7.2,11704,The Secret of NIMH,lmcclaughlinlg,"Supplement Colic Vein with Synth Sub, Open Approach",2022-01-15
773,774,6.4,11639,The Dark Crystal,lbulgenlh,"Removal of Autol Sub from L Scapula, Open Approach",2011-10-09
774,775,6.0,4978,An American Tail,maitonli,"Removal of Autol Sub from Ureter, Perc Approach",2004-06-09
775,776,9.7,11976,Legend,ckeastlj,"Repair Trigeminal Nerve, Percutaneous Approach",2023-05-02
776,777,8.1,15144,Sixteen Candles,lvallentinlk,"Excision of Right Lower Extremity, Perc Endo Approach, Diagn",2016-04-25
777,778,4.3,8393,The Gods Must Be Crazy,jbossonll,"Revision of Int Fix in L Carpal, Open Approach",2013-05-19
778,779,1.5,9320,The Avengers,slaminglm,"Drainage of Phrenic Nerve, Percutaneous Approach, Diagnostic",2001-11-25
779,780,6.8,33644,How Stella Got Her Groove Back,vrosenboimln,"Replacement of L Pelvic Bone with Nonaut Sub, Perc Approach",2007-10-19
780,781,4.2,805,Rosemary's Baby,sdanaherlo,"Reposition Right Orbit with Int Fix, Perc Endo Approach",2013-10-07
781,782,9.9,34584,The NeverEnding Story,mrapolp,"Drainage of Vagus Nerve with Drainage Device, Perc Approach",2003-10-15
782,783,4.8,34636,The Neverending Story II: The Next Chapter,cjeandotlq,"Fusion of 2-4 L Jt, Post Appr A Col, Perc Approach",2013-12-05
783,784,2.4,77469,Your Friends & Neighbors,ebattelllr,"Occlusion Intracran Vein w Intralum Dev, Perc Endo",2016-11-05
784,785,5.3,36647,Blade,dgullimanls,"Drainage of Right Metatarsal, Perc Endo Approach, Diagn",2004-04-30
785,786,6.7,4011,Beetlejuice,kleithgoelt,"Removal of Nonaut Sub from L Acromioclav Jt, Open Approach",2012-08-09
786,787,8.3,1580,Rope,ahysloplu,"Supplement Left Breast with Autol Sub, Extern Approach",2018-12-29
787,788,4.5,5854,Family Plot,bcowderylv,"Drainage of Right Temporal Artery, Perc Endo Approach",2001-01-07
788,789,8.2,573,Frenzy,lwavelllw,"Insertion of Infusion Dev into Innom Art, Perc Endo Approach",2004-11-02
789,790,7.4,2370,Topaz,brozeclx,"Removal of Int Fix from R Metacarpophal Jt, Open Approach",2009-08-19
790,791,7.7,5780,Torn Curtain,dmertelly,"Excision of Right Knee Joint, Open Approach, Diagnostic",2008-07-14
791,792,8.8,506,Marnie,driseboroughlz,"Bypass Esophag to Stomach with Autol Sub, Perc Endo Approach",2009-03-24
792,793,4.8,22527,The Wrong Man,ebecklesm0,"Dilate 3 Cor Art, Bifurc, w Intralum Dev, Perc Endo",2013-03-10
793,794,3.1,574,The Man Who Knew Too Much,padrainm1,"Occlusion R Popl Art w Intralum Dev, Perc Endo",2020-09-12
794,795,3.2,11219,The Trouble with Harry,yalsteadm2,"Restriction of L Pulm Art with Intralum Dev, Perc Approach",2018-07-18
795,796,7.0,845,Strangers on a Train,srandalstonm3,"Beam Radiation of Lung using Heavy Particles (Protons,Ions)",2003-11-19
796,797,3.1,3682,54,emckiddinm4,"Bypass Right Brachial Vein to Upper Vein, Open Approach",2009-08-10
797,798,9.9,51942,I Married a Strange Person!,gjuppem5,"Excision of Right Hand Tendon, Perc Endo Approach, Diagn",2022-03-22
798,799,5.4,847,Willow,kfrackiewiczm6,"Bypass 1 Cor Art from R Int Mammary w Autol Art, Perc Endo",2017-07-11
799,800,4.7,117,The Untouchables,lneaglem7,"Removal of Radioactive Element from Mesentery, Open Approach",2021-02-27
800,801,9.2,11462,Suspicion,gjirakm8,"Excision of L Metacarpophal Jt, Perc Endo Approach",2022-06-22
801,802,6.5,10220,Rounders,mdaoutm9,"Supplement R Com Carotid with Synth Sub, Perc Approach",2011-03-30
802,803,3.6,431,Cube,mtollerfieldma,"Measurement of POC, Nervous Electr Activity, Extern Approach",2012-01-31
803,804,4.9,22796,Simon Birch,dwenderottmb,"Removal of Synth Sub from R Scapula, Open Approach",2008-06-23
804,805,4.9,22256,Without Limits,mbalchmc,"Ultrasonography of Right Renal Vein, Guidance",2017-06-21
805,806,6.8,12626,Broadcast News,fhaconmd,Immobilization of Right Upper Leg using Other Device,2004-02-24
806,807,6.3,3525,Working Girl,dsaffrinme,"Introduce Oxazolidinones in Skin/Mucous Mem, Extern",2019-10-15
807,808,3.5,2321,Married to the Mob,fcalleymf,LDR Brachytherapy of Cervix using Californium 252,2007-11-19
808,809,2.8,48311,Parasite,tdovermannmg,"Reattachment of Left 1st Toe, Open Approach",2023-11-09
809,810,6.2,11933,Nothing but Trouble,yoldknowmh,"Reposition Right Carpal, Percutaneous Endoscopic Approach",2004-04-25
810,811,8.0,881,A Few Good Men,imarunchakmi,"Dilate of L Radial Art with 2 Drug-elut, Perc Endo Approach",2001-11-20
811,812,6.6,4478,Indecent Proposal,mkryzhovmj,"Bypass R Com Iliac Art to Low Ex Art w Nonaut Sub, Open",2012-04-11
812,813,6.7,2109,Rush Hour,mhalloranmk,"Release Right Knee Bursa and Ligament, External Approach",2003-06-12
813,814,7.3,24746,Six-String Samurai,rmeeronml,"Supplement Left Lower Arm with Synth Sub, Open Approach",2022-02-03
814,815,4.3,8195,Ronin,abarcamm,"Bypass L Ventricle to Pulm Trunk w Autol Art, Perc Endo",2017-04-16
815,816,7.1,9877,Urban Legend,amariottemn,"Fragmentation in Stomach, Via Natural or Artificial Opening",2017-12-31
816,817,9.8,24016,The Sheltering Sky,abarnicottmo,"Introduce Analg/Hypnot/Sedat in Central Art, Perc",2022-06-11
817,818,2.2,1091,The Thing,tarkillmp,"Supplement L Peroneal Art with Autol Sub, Open Approach",2016-12-31
818,819,5.3,10403,The Player,mselwaymq,"Revision of Intraluminal Device in L Ear, Perc Endo Approach",2003-03-12
819,820,4.4,11337,Stardust Memories,sklaffmr,"Dilate R Peroneal Art, Bifurc, w 2 Drug-elut, Perc",2009-06-22
820,821,2.3,162,Edward Scissorhands,pcorssenms,"Repair Left Lens, Percutaneous Approach",2004-11-01
821,822,4.5,8916,Antz,drubinovitchmt,"Dilate 1 Cor Art, Bifurc, w 2 Intralum Dev, Open",2007-04-18
822,823,6.6,9429,A Night at the Roxbury,ctunesimu,"Supplement Head Muscle with Synth Sub, Open Approach",2002-09-05
823,824,8.3,12159,What Dreams May Come,bkenenmv,"Transfer R Low Leg Muscle with Subcu, Perc Endo Approach",2004-03-21
824,825,3.7,27791,Strangeland,edillewaymw,"Replacement of R Hand Tendon with Autol Sub, Open Approach",2021-08-08
825,826,6.3,10156,History of the World: Part I,ecutfordmx,Contact Radiation of Bile Ducts,2022-05-07
826,827,9.3,10377,My Cousin Vinny,dkuhnmy,"Repair Left Tympanic Membrane, Via Opening",2021-10-11
827,828,4.8,4437,2010,vpowdermz,"Excision of L Hand Bursa/Lig, Open Approach, Diagn",2014-09-16
828,829,4.2,1955,The Elephant Man,mpinnigern0,"Insertion of Other Device into Head, Open Approach",2011-03-30
829,830,8.2,11932,Bride of Chucky,mcollissonn1,CT Scan of Sacrum & Coccyx using H Osm Contrast,2017-06-16
830,831,8.5,6435,Practical Magic,odayn2,"Supplement Left Breast with Nonaut Sub, Endo",2012-06-20
831,832,7.7,10683,Happiness,fboodlen3,"Insertion of Int Fix into L Clavicle, Perc Approach",2015-09-18
832,833,6.1,9425,Soldier,mkuhnhardtn4,"Revision of Synthetic Substitute in Up Tendon, Open Approach",2009-11-13
833,834,5.5,637,Life Is Beautiful,klachaizen5,"Reposition Left Ankle Joint with Ext Fix, Perc Endo Approach",2000-05-18
834,835,1.8,20701,Tales from the Darkside: The Movie,cbuardn6,"Excision of Right Ankle Joint, Open Approach",2021-01-16
835,836,4.4,73,American History X,nmackellenn7,"Restriction of Hepatic Vein with Intralum Dev, Open Approach",2003-01-01
836,837,3.2,46889,Living Out Loud,iaudleyn8,Beam Radiation of Thymus using Photons 1 - 10 MeV,2011-11-26
837,838,1.1,3033,Gods and Monsters,osurmeirn9,"Removal of Int Fix from R Ankle Jt, Perc Endo Approach",2012-09-05
838,839,4.2,9882,The Siege,asieghardna,"Supplement Median Nerve with Autol Sub, Perc Endo Approach",2016-12-03
839,840,6.5,10663,The Waterboy,tmackindernb,"Fragmentation in Pancreatic Duct, Via Opening",2023-06-11
840,841,5.9,4518,Elizabeth,kgellertnc,"Destruction of Cervical Plexus, Perc Endo Approach",2016-06-28
841,842,4.9,3600,I Still Know What You Did Last Summer,bungernd,"Dilate 4+ Cor Art w Drug-elut Intra, Perc Endo",2017-11-16
842,843,5.0,297,Meet Joe Black,fstevensonne,"Revision of Extraluminal Device in Low Art, Perc Approach",2007-09-26
843,844,8.4,11893,Runaway Train,bdoumicnf,"Reposition Left Ulna with Hybrid Ext Fix, Perc Approach",2022-01-12
844,845,4.6,14924,Sid & Nancy,epietrasikng,"Reposition Right Anterior Tibial Artery, Open Approach",2020-03-15
845,846,9.6,9798,Enemy of the State,ddechellenh,"Drainage of R Great Saphenous, Perc Endo Approach, Diagn",2002-06-22
846,847,3.0,14444,The Rugrats Movie,mpetrenkoni,"Revision of Radioactive Element in Head, Perc Endo Approach",2011-04-03
847,848,3.6,9487,A Bug's Life,cbalderstonenj,"Excision of Small Intestine, Percutaneous Approach",2000-12-07
848,849,2.9,666,Central Station,bcorringhamnk,"Bypass Gallbladder to Caud Duct w Intralum Dev, Perc Endo",2012-03-12
849,850,2.3,692,Pink Flamingos,elavinnl,"Imaging, Lymphatic System, Plain Radiography",2007-08-16
850,851,9.2,39256,Godzilla 1985,scampellinm,"Drain Tongue/Palate/Phar Muscle w Drain Dev, Perc",2011-03-05
851,852,6.4,244,King Kong,rgashnn,"Restriction of Right Lower Lobe Bronchus, Perc Approach",2022-12-12
852,853,7.1,10730,King Kong,smanifoldno,"Bypass L Hepatic Duct to R Hep Duc w Intralum Dev, Open",2020-08-14
853,854,8.5,31947,King Kong Lives,sgoudynp,"Extirpation of Matter from Left Lens, External Approach",2012-02-03
854,855,5.3,8130,Desperately Seeking Susan,cfishburnnq,"Revision of Nonaut Sub in Abd Wall, Open Approach",2014-05-03
855,856,1.3,9749,Fletch,daubinnr,"Removal of Drain Dev from L Metacarpocarp Jt, Perc Approach",2014-02-25
856,857,4.3,14628,Fletch Lives,npalkns,"Restrict of L Subclav Vein with Intralum Dev, Open Approach",2019-11-13
857,858,2.7,9626,Red Sonja,mtabourinnt,"Removal of Intraluminal Device from Lymphatic, Perc Approach",2005-04-22
858,859,2.0,10466,The Money Pit,vmilellanu,CT Scan of Renal Art Transplant using H Osm Contrast,2017-01-27
859,860,6.9,707,A View to a Kill,pcornehlnv,"Drainage of Left External Iliac Artery, Perc Approach, Diagn",2017-09-24
860,861,3.7,9336,Police Academy,ehawtonnw,"Drainage of Bilateral Testes, Open Approach",2002-04-05
861,862,4.0,9447,Babe: Pig in the City,lwindrossnx,"Transfer Left Hand Skin, External Approach",2008-01-06
862,863,9.6,12257,Home Fries,plauksny,Ultrasonography of Superior Mesenteric Artery,2012-05-30
863,864,9.1,37536,Ringmaster,rpauluschnz,Stereotactic Other Photon Radiosurgery of Larynx,2008-10-11
864,865,9.4,10029,Very Bad Things,hpargento0,"Destruction of Left Thyroid Gland Lobe, Open Approach",2012-10-05
865,866,2.3,11252,Psycho,kzealeo1,"Replacement of Left Scapula with Synth Sub, Perc Approach",2011-07-22
866,867,6.6,200,Star Trek: Insurrection,otraseo2,"Bypass Left Common Iliac Artery to R Int Ilia, Open Approach",2016-07-05
867,868,2.1,9837,The Prince of Egypt,hpallento3,"Removal of Drainage Device from Finger Nail, Extern Approach",2021-09-28
868,869,2.7,11545,Rushmore,ggrafhomo4,"Occlusion Cisterna Chyli w Extralum Dev, Perc Endo",2006-05-06
869,870,3.5,1934,Shakespeare in Love,vofieldo5,"Repair Left Inguinal Lymphatic, Perc Endo Approach",2006-03-19
870,871,5.8,13764,Santa Claus: The Movie,kellikero6,CT Scan of R Wrist using Oth Contrast,2002-04-15
871,872,6.4,1369,Rambo: First Blood Part II,mnancekivello7,"Drainage of L Extraoc Muscle with Drain Dev, Perc Approach",2001-10-02
872,873,7.1,1368,First Blood,nboramo8,"Dilate Celiac Art, Bifurc, w Intralum Dev, Open",2017-03-06
873,874,7.5,1370,Rambo III,jdakeo9,"Dilate Sup Mesent Vein w Intralum Dev, Perc Endo",2000-07-11
874,875,2.1,10303,The Jewel of the Nile,hbrookingoa,"Destruction of Left Trunk Tendon, Perc Endo Approach",2017-05-08
875,876,8.6,9326,Romancing the Stone,dragsdallob,"Drainage of Upper Vein, Open Approach",2007-05-18
876,877,7.3,11285,Cocoon: The Return,bserjentoc,"Drainage of Thor Jt, Perc Endo Approach, Diagn",2019-05-25
877,878,5.4,1367,Rocky II,lhawtryod,"Measurement of Respiratory Total Activity, Via Opening",2013-07-02
878,879,8.2,1371,Rocky III,tquinoe,"Replace R Lacrimal Bone w Autol Sub, Perc Endo",2014-07-05
879,880,5.5,1374,Rocky IV,lcrepelof,"Supplement L Hip Bursa/Lig w Autol Sub, Perc Endo",2013-05-06
880,881,8.2,1375,Rocky V,mosheeryneog,"Supplement Mitral Valve with Autol Sub, Open Approach",2018-03-05
881,882,5.1,15196,Clue,aredihalghoh,"Excision of Right Knee Bursa and Ligament, Open Approach",2021-04-23
882,883,2.4,1885,The Karate Kid,bfridayoi,"Excision of Glomus Jugulare, Open Approach",2011-04-25
883,884,1.3,8856,"The Karate Kid, Part II",dpossekoj,"Replacement of Urethra with Nonaut Sub, Via Opening",2017-03-01
884,885,5.4,5825,National Lampoon's Christmas Vacation,rmosedaleok,"Bypass Left Atrium to L Pulm Vn with Autol Vn, Open Approach",2010-10-21
885,886,7.3,9489,You've Got Mail,akinsellaol,"Removal of Drain Dev from R Finger Phalanx Jt, Open Approach",2017-12-12
886,887,4.9,8741,The Thin Red Line,novernellom,"Fusion of Left Hip Joint with Ext Fix, Open Approach",2019-08-19
887,888,1.4,9276,The Faculty,fcarpenteron,"Insertion of Feeding Device into Stomach, Endo",2019-03-22
888,889,9.4,10312,Patch Adams,flawnoo,"Supplement Right Lower Leg with Nonaut Sub, Open Approach",2004-10-20
889,890,1.4,9422,A Civil Action,dobraddenop,"Drainage of Larynx, Percutaneous Endoscopic Approach, Diagn",2018-03-11
890,891,5.8,10368,Tea with Mussolini,agethouseoq,"Revision of Other Device in Face, Percutaneous Approach",2017-03-07
891,892,1.8,31662,Affliction,nhollingdaleor,"Fusion of Left Hip Joint with Autol Sub, Perc Approach",2010-03-21
892,893,9.9,825,Playing by Heart,jjurkiewiczos,"Extirpation of Matter from L Low Leg Muscle, Perc Approach",2023-07-02
893,894,4.5,9423,Virus,tspurnierot,"Reposition Left Wrist Joint with Int Fix, Open Approach",2005-04-18
894,895,1.2,10658,Howard the Duck,xjillingsou,"Excision of R Metatarsotars Jt, Perc Endo Approach, Diagn",2003-06-26
895,896,2.2,11815,The Fly,ceberleinov,"Release Left Ankle Bursa and Ligament, Percutaneous Approach",2009-01-07
896,897,8.1,9426,The Fly,fimmerow,"Bypass Portal Vein to R Renal Vein w Synth Sub, Open",2020-02-19
897,898,3.0,2620,Armed and Dangerous,canfreyox,"Dilation of Left Thyroid Artery, Percutaneous Approach",2021-02-20
898,899,1.0,30497,The Texas Chain Saw Massacre,aimortsoy,"Drainage of Common Bile Duct with Drain Dev, Perc Approach",2003-06-16
899,900,4.1,16337,The Texas Chainsaw Massacre 2,rklimshukoz,"Removal of Intraluminal Device from Larynx, Perc Approach",2001-11-02
900,901,9.2,16780,Texas Chainsaw Massacre: The Next Generation,hsprigginp0,"Bypass Sup Vena Cava to L Pulm Art w Nonaut Sub, Open",2009-06-29
901,902,9.1,192,The Name of the Rose,mpillp1,"Excision of Adenoids, Percutaneous Approach, Diagnostic",2016-09-24
902,903,8.5,10013,Peggy Sue Got Married,kgedgep2,"Replacement of Bladder Neck with Nonaut Sub, Via Opening",2000-06-28
903,904,4.6,9671,Crocodile Dundee,fmcfarlanep3,"Restriction of Descending Colon, Percutaneous Approach",2018-01-21
904,905,9.4,11873,The Color of Money,aharleyp4,"Fragmentation in Right Main Bronchus, Endo",2018-10-30
905,906,9.3,10015,Heartbreak Ridge,ctommasettip5,"Repair L Low Extrem Bursa/Lig, Perc Endo Approach",2009-08-23
906,907,7.3,10314,She's All That,ccolvillep6,"Fragmentation in Pericardial Cavity, Open Approach",2020-06-15
907,908,9.1,47139,"Blood, Guts, Bullets and Octane",aharrollp7,"Excision of Cecum, Percutaneous Endoscopic Approach, Diagn",2004-02-21
908,909,10.0,11167,Peeping Tom,ijanaudp8,"Bypass Abd Aorta to L Ext Ilia with Synth Sub, Open Approach",2012-09-17
909,910,6.0,2112,Payback,bburkinshawp9,HDR Brachytherapy of R Breast using Californium 252,2021-05-12
910,911,5.3,16172,Simply Irresistible,jdenisopa,"Drainage of Left Lower Lobe Bronchus, Percutaneous Approach",2005-03-13
911,912,3.1,11622,Blast from the Past,rmeggisonpb,"Dilate L Int Iliac Art w Drug-elut Intra, Open",2009-05-14
912,913,7.2,10207,Message in a Bottle,leisikovitshpc,"Reposition Right Metatarsal-Tarsal Joint, External Approach",2018-07-18
913,914,2.3,9849,My Favorite Martian,rguittpd,"Drainage of L Hand Tendon with Drain Dev, Perc Endo Approach",2005-02-16
914,915,5.0,18892,Jawbreaker,esiggspe,"Replacement of R Thyroid Art with Autol Sub, Open Approach",2018-03-27
915,916,3.7,1542,Office Space,srogeonpf,"Insert of Pressure Sens into Thor Aorta Asc, Perc Approach",2006-11-30
