budget,homepage,id,original_language,release_date,revenue,runtime,title,genre
30000000,http://www.1911movie.com/,76349,zh,2011-07-03,108348,125,1911,Documentary
250000000,http://www.thehobbit.com/,49051,en,2012-11-26,1021103568,169,The Hobbit: An Unexpected Journey,Sci-Fi
26350000,,84305,en,2012-06-22,1576687,94,Lay the Favorite,Documentary
13000000,,106135,en,2012-05-18,1832541,95,Crooked Arrows,Sci-Fi
500000,http://yossifilm.com/,117629,he,2012-05-16,116207,84,Yossi,Comedy
4437508,http://www.utvgroup.com/motion-pictures/coming-soon/barfii.html,127501,hi,2012-09-14,2804874,155,Barfi,Sci-Fi
40000000,http://www.zerodarkthirty-movie.com/site/,97630,en,2012-12-19,132820716,157,Zero Dark Thirty,Documentary
20000000,,139567,en,2012-08-31,4636169,97,Fire with Fire,Thriller
35000000,,82654,en,2013-01-31,116980662,97,Warm Bodies,Action
40000000,,82687,en,2012-12-19,41863726,95,The Guilt Trip,Documentary
60000000,http://www.jackreachermovie.com/,75780,en,2012-12-20,218340595,130,Jack Reacher,Action
100000000,http://unchainedmovie.com/,68718,en,2012-12-25,425368238,165,Django Unchained,Adventure
35000000,http://www.thisis40movie.com/,89492,en,2012-12-20,88058786,134,This Is 40,Adventure
42000000,,80278,en,2012-09-09,180274123,113,The Impossible,Action
61000000,http://www.lesmiserablesfilm.com,82695,en,2012-12-18,441809770,157,Les Misérables,Adventure
20000000,,128270,en,2012-12-21,610792,112,Not Fade Away,Action
11000000,,121826,en,2012-09-08,59520298,98,Quartet,Sci-Fi
5773100,http://www.streetdancethemovie.co.uk/,41592,en,2010-05-19,18144030,98,StreetDance 3D,Documentary
25000000,,88042,en,2012-12-25,119772232,104,Parental Guidance,Drama
15000000,,133694,en,2012-09-23,8138788,106,Promised Land,Drama
3730500,,116613,en,2012-09-11,6294161,112,The Sweeney,Comedy
2840000,,118628,hi,2012-09-14,11620000,133,English Vinglish,Thriller
20000000,,76617,en,2013-01-03,47241945,92,Texas Chainsaw 3D,Action
60000000,http://gangstersquad.warnerbros.com/,82682,en,2013-01-10,105200903,113,Gangster Squad,Sci-Fi
12000000,http://www.thesamaritanfilm.com/,98339,en,2012-03-02,2521,90,The Samaritan,Horror
20000000,,68812,en,2012-09-01,1969193,105,The Iceman,Action
2500000,https://www.facebook.com/AHauntedHouse?fref=ts,139038,en,2013-01-11,60141683,86,A Haunted House,Adventure
15000000,http://www.mamamovie.com/,132232,en,2013-01-17,146497771,100,Mama,Comedy
100000,,145197,en,2013-04-05,444098,96,Upstream Color,Adventure
56000000,http://www.brokencitymovie.com/,98357,en,2013-01-18,19701164,109,Broken City,Documentary
6300000,,84336,en,2012-02-12,419953,101,Shadow Dancer,Documentary
3550000,http://www.sunny2011.co.kr/,77117,ko,2011-05-04,48000000,124,Sunny,Action
6000000,,87818,en,2013-01-01,32438988,90,Movie 43,Thriller
35000000,,119283,en,2013-01-23,46216641,118,Parker,Sci-Fi
50000000,http://www.hanselandgretelmovie.com/,60304,en,2013-01-17,224803475,88,Hansel & Gretel: Witch Hunters,Adventure
13400000,http://www.lastgodfathermovie.com/,70829,en,2010-12-29,16700000,100,The Last Godfather,Documentary
6500000,http://www.theeastmovie.com/,87499,en,2013-05-31,2401510,116,The East,Documentary
900000,http://www.nfb.ca/film/pink_ribbons_inc_clip/,89750,en,2011-09-11,25000,97,"Pink Ribbons, Inc.",Sci-Fi
60000000,,58244,en,2012-09-27,8106475,104,Upside Down,Sci-Fi
30000000,http://www.sideeffectsmayvary.com/,109421,en,2013-02-07,63372757,106,Side Effects,Documentary
35000000,http://www.identitythiefmovie.com,109431,en,2013-02-07,173965010,111,Identity Thief,Thriller
60000000,,109491,en,2013-02-13,60052138,124,Beautiful Creatures,Thriller
92000000,http://www.diehardmovie.com/,47964,en,2013-02-06,304654182,98,A Good Day to Die Hard,Horror
13000000,,107811,en,2013-03-01,48065672,93,21 & Over,Thriller
28000000,,112949,en,2013-02-07,97594140,115,Safe Haven,Documentary
4000000,http://elles-movie.com/,85545,fr,2011-09-09,911466,96,Elles,Action
1000000,http://theactofkilling.com/,123678,id,2012-08-31,444575,115,The Act of Killing,Horror
11500000,,122857,en,2012-10-04,1402307,114,Universal Soldier: Day of Reckoning,Sci-Fi
40000000,http://www.escapeearthmovie.com/,68179,en,2013-02-14,74597643,89,Escape from Planet Earth,Sci-Fi
3000000,,132344,en,2013-04-05,11176469,108,Before Midnight,Comedy
35000000,,134411,en,2013-02-21,42930462,112,Snitch,Comedy
3500000,,145135,en,2013-02-21,25174316,97,Dark Skies,Documentary
300000,http://www.ohboy.x-verleih.de,130739,en,2012-07-03,2750275,88,A Coffee in Berlin,Adventure
195000000,http://jackthegiantkiller.warnerbros.com,81005,en,2013-02-27,197687603,114,Jack the Giant Slayer,Horror
5000000,,146203,en,2013-02-28,15179302,88,The Last Exorcism Part II,Sci-Fi
130000000,http://www.gijoemovie.com,72559,en,2013-03-26,371876278,110,G.I. Joe: Retaliation,Horror
12000000,http://www.foxsearchlight.com/stoker/,86825,en,2013-02-28,12077441,99,Stoker,Horror
10000000,,152259,en,2013-01-03,1034589,99,Phantom,Comedy
200000000,http://www.ozthegreatandpowerfulmovie.com,68728,en,2013-03-07,491868548,130,Oz: The Great and Powerful,Thriller
135000000,http://www.thecroodsmovie.com/,49519,en,2013-03-20,585178928,98,The Croods,Thriller
225000,http://detroitfirefilm.org/,139948,en,2012-11-01,111300,86,Burn,Comedy
30000000,,124459,en,2013-03-14,27437881,100,The Incredible Burt Wonderstone,Adventure
5000000,http://www.springbreakersmovie.com/,122081,en,2013-01-24,31724284,94,Spring Breakers,Action
5000000,,144789,es,2013-03-08,11724119,90,I'm So Excited!,Drama
13000000,http://www.call-movie.com/,158011,en,2013-03-14,68572378,94,The Call,Adventure
70000000,,117263,en,2013-03-20,161025640,120,Olympus Has Fallen,Comedy
15000000,http://www.focusfeatures.com/the_place_beyond_the_pines,97367,en,2013-03-20,35485608,140,The Place Beyond the Pines,Adventure
44000000,,72710,en,2013-03-22,63327201,125,The Host,Documentary
6000000,,65650,en,2011-01-01,5206,93,The Good Doctor,Comedy
13000000,,144340,en,2013-03-21,18000000,107,Admission,Action
3900000,,60579,ta,2000-02-18,4900000,199,Hey Ram,Adventure
17000000,http://www.evildead-movie.com/,109428,en,2013-04-05,97542952,91,Evil Dead,Drama
20000000,,68727,en,2013-03-27,24261569,101,Trance,Adventure
8500000,,93828,en,2013-03-15,9747,99,Welcome to the Punch,Sci-Fi
1200000,,44895,en,2000-06-16,1404,85,Poor White Trash,Documentary
120000000,https://www.uphe.com/movies/oblivion,75612,en,2013-04-10,286168572,124,Oblivion,Thriller
25000000,,59963,en,2012-03-28,432274,113,Dark Tide,Thriller
40000000,,109410,en,2013-04-12,95020213,128,42,Drama
5500000,http://www.sonyclassics.com/loveisallyouneed/,126250,da,2012-09-04,10016934,116,Love Is All You Need,Drama
10000000,http://www.disconnectthemovie.com/,127517,en,2012-09-11,3428048,115,Disconnect,Thriller
20000000,,4258,en,2013-04-11,78378744,86,Scary Movie 5,Thriller
25000000,http://www.painandgainmovie.com/,134374,en,2013-04-18,86175291,130,Pain & Gain,Thriller
1200000,http://www.homerunthemovie.com/,176124,en,2013-04-19,2861020,114,Home Run,Drama
3860000,,44865,zh,2013-01-08,64076736,130,The Grandmaster,Documentary
32000000,http://www.thisistheend.com/,109414,en,2013-06-12,126041322,107,This Is the End,Action
200000000,http://marvel.com/ironman3,68721,en,2013-04-18,1215439994,130,Iron Man 3,Comedy
6200000,,91073,ko,2010-09-10,4820000,113,Late Autumn,Action
40000000,,77221,en,2011-12-21,5446000,130,Black Gold,Documentary
10000000,,103731,en,2013-05-01,21587700,130,Mud,Horror
180000,http://www.afflictedpicturehouse.com/,101501,en,2011-10-22,175742,85,The Afflicted,Horror
2500000,,94901,en,2012-02-14,3003,102,About Cherry,Sci-Fi
105000000,,64682,en,2013-05-10,351040419,143,The Great Gatsby,Drama
190000000,,54138,en,2013-05-05,467365246,132,Star Trek Into Darkness,Action
58000000,http://www.theinternshipmovie.com/,116741,en,2013-06-07,44000000,119,The Internship,Action
4800000,,77987,en,2013-05-30,10337387,90,Only God Forgives,Adventure
103000000,,109439,en,2013-05-23,362000072,100,The Hangover Part III,Thriller
160000000,http://www.thefastandthefurious.com/,82992,en,2013-05-06,788679850,130,Fast & Furious 6,Drama
100000000,,116711,en,2013-05-15,268426634,102,Epic,Comedy
11000000,,152780,fr,2013-05-17,10631747,130,The Past,Action
31192,http://downterrace.blogspot.com/,42151,en,2009-09-01,10000,89,Down Terrace,Thriller
1500000,http://robzombie.com/movies/the-lords-of-salem/,104755,en,2012-09-10,1165882,101,The Lords of Salem,Thriller
23000000,,119675,en,2013-05-26,15600000,118,Behind the Candelabra,Documentary
2000000,,123103,es,2012-09-12,58510,89,Aftershock,Sci-Fi
130000000,,82700,en,2013-05-30,243843127,100,After Earth,Thriller
75000000,,75656,en,2013-05-29,117698894,115,Now You See Me,Documentary
10000000,,77805,en,2013-08-08,1585582,92,Lovelace,Thriller
10000000,http://www.facebook.com/forcesspeciales,74513,fr,2011-11-02,10759,109,Special Forces,Sci-Fi
500000,,133463,en,2012-11-03,1000000,93,Redd Inc.,Thriller
4600000,,147773,en,2013-06-06,23198652,103,The Way Way Back,Horror
225000000,http://www.manofsteel.com/,49521,en,2013-06-12,662845518,143,Man of Steel,Sci-Fi
35000000,,87567,en,2013-04-25,21819348,90,The Big Wedding,Drama
3000000,,158015,en,2013-05-31,89328627,86,The Purge,Sci-Fi
15000000,,96936,en,2013-06-12,19145732,90,The Bling Ring,Horror
200000000,,62211,en,2013-06-20,743559607,104,Monsters University,Comedy
6000000,,103620,en,2012-12-26,31081,89,Maniac,Documentary
180000000,http://www.pacificrimmovie.com/,68726,en,2013-07-11,407602906,131,Pacific Rim,Comedy
13500000,http://lamiglioreoffertailfilm.it,152742,en,2013-01-01,19255873,124,The Best Offer,Horror
200000000,http://www.worldwarzmovie.com,72190,en,2013-06-20,531865000,116,World War Z,Action
115000000,,68724,en,2013-08-07,286140700,109,Elysium,Adventure
6000000,http://www.whatmaisieknewmovie.com,127373,en,2013-05-02,1066471,93,What Maisie Knew,Drama
76000000,http://www.despicableme.com/,93456,en,2013-06-25,970761885,98,Despicable Me 2,Comedy
150000000,,117251,en,2013-06-27,205366737,131,White House Down,Sci-Fi
20000000,,107985,en,2013-07-18,46089287,109,The World's End,Thriller
20000000,http://www.hummingbirdmovie.co.uk,136418,en,2013-05-07,8352885,100,Hummingbird,Documentary
43000000,,136795,en,2013-06-27,158674180,117,The Heat,Horror
255000000,http://disney.go.com/the-lone-ranger/,57201,en,2013-07-03,89289910,149,The Lone Ranger,Drama
2500000,http://spectacularnowmovie.com/,157386,en,2013-08-02,6854611,95,The Spectacular Now,Comedy
4600000,,206324,hi,2013-07-12,25000000,186,Bhaag Milkha Bhaag,Horror
130000000,http://www.ripd.com/,49524,en,2013-07-18,61648500,96,R.I.P.D.,Comedy
13000000,http://theconjuring.warnerbros.com,138843,en,2013-07-18,318000141,112,The Conjuring,Horror
135000000,http://www.turbomovie.com/,77950,en,2013-07-11,282570682,96,Turbo,Horror
120000000,http://www.thewolverinemovie.com,76170,en,2013-07-23,415440673,126,The Wolverine,Action
2000000,http://www.nefesfilm.com/,27957,tr,2009-10-15,13500000,128,The Breath,Sci-Fi
61000000,http://www.2guns.net/,136400,en,2013-08-02,131940411,109,2 Guns,Adventure
2200000,,151743,zh,2012-12-12,208000000,105,Lost in Thailand,Action
18000000,,160588,en,2013-07-25,99206215,98,Blue Jasmine,Action
12400000,http://www.indigofilm.it/produzioni/film/61/la-grande-bellezza/,179144,it,2013-05-21,8371085,142,The Great Beauty,Comedy
250000,http://www.kickstarter.com/projects/1094772583/the-canyons,109729,en,2013-07-29,56825,99,The Canyons,Adventure
90000000,http://www.percyjacksonthemovie.com/us/#!/home,76285,en,2013-08-07,174578751,106,Percy Jackson: Sea of Monsters,Horror
105000000,http://smurfhappens.com,77931,en,2013-07-30,347434178,105,The Smurfs 2,Action
4000000,http://alanpartridge-alphapapa.com,177699,en,2013-07-24,9800000,90,Alan Partridge: Alpha Papa,Sci-Fi
5200000,,23535,en,1990-05-11,2459895,99,Class of 1999,Horror
25000000,,76544,en,2013-07-04,2054941,105,Man of Tai Chi,Thriller
37000000,http://werethemillers.warnerbros.com,138832,en,2013-08-07,269994119,110,We're the Millers,Comedy
80000000,http://www.sonypictures.com/movies/grownups2,109418,en,2013-07-11,246984278,100,Grown Ups 2,Sci-Fi
28000000,,59859,en,2013-07-17,60700000,103,Kick-Ass 2,Action
38000000,http://www.riddick-movie.com,87421,en,2013-09-02,98337295,119,Riddick,Drama
50000000,,151960,en,2013-08-09,219788712,91,Planes,Thriller
7000000,,59735,en,1988-12-02,136203,87,Cameron's Closet,Thriller
35000000,,115348,en,2013-08-14,13785015,106,Paranoia,Comedy
30000000,http://kazetachinu.jp,149870,ja,2013-07-20,117932401,126,The Wind Rises,Horror
12000000,http://thejobsmovie.com/,115782,en,2013-08-16,35931410,128,Jobs,Comedy
60000000,http://www.themortalinstrumentsmovie.com/,123553,en,2013-08-21,90565421,130,The Mortal Instruments: City of Bones,Horror
25000000,,132363,en,2013-08-16,115922175,132,The Butler,Drama
1000000,http://inaworldmovie.com/,157360,en,2013-08-09,2963902,93,In a World...,Documentary
12000000,,122906,en,2013-08-16,87100449,123,About Time,Horror
18000000,http://www.chennaiexp2013.com/chennaiexpress.aspx,205022,hi,2013-08-09,62000000,141,Chennai Express,Comedy
27220000,,199373,en,2013-07-18,5496951,105,The Frozen Ground,Drama
11000000,,169209,en,2013-09-03,3639345,94,Empire State,Drama
50,,29231,en,1995-10-05,83,98,The Immortals,Thriller
16000000,,33196,ko,2009-06-06,11301649,120,Tidal Wave,Thriller
16000000,,111190,en,2013-04-03,318982,100,Adore,Horror
5500000,,211954,es,2013-07-20,99067206,115,Instructions Not Included,Drama
18000000,http://www.getawaymovie.com/,146227,en,2013-08-29,10501938,90,Getaway,Adventure
105000000,http://gravitymovie.warnerbros.com/,49047,en,2013-09-27,716392705,91,Gravity,Horror
11000000,,212716,en,2013-09-07,7847000,93,What If,Thriller
46000000,http://prisonersmovie.warnerbros.com/,146233,en,2013-09-18,122126687,153,Prisoners,Sci-Fi
22000000,,164457,en,2013-12-06,15400000,116,Out of the Furnace,Adventure
4900000,,156711,en,2013-08-15,2159041,97,Austenland,Horror
38000000,,96721,en,2013-09-02,90247624,123,Rush,Adventure
30000000,,112205,en,2013-09-13,36894225,111,The Family,Thriller
1500000,http://todolistmovie.com/,129139,en,2013-07-24,3566225,104,The To Do List,Horror
5500000,,220714,hi,2013-09-13,47000000,140,Grand Masti,Drama
20000000,,109417,en,2013-09-21,16549477,110,Battle of the Year,Action
11000000,,114726,en,1992-09-04,1659542,82,Out on a Limb,Drama
12000000,,129670,en,2013-09-21,17654912,115,Nebraska,Thriller
18000000,,193613,en,2013-09-25,7972967,93,Metallica: Through the Never,Comedy
7100000,,165904,hi,2013-02-07,18000000,144,Special 26,Drama
30000000,http://www.runnerrunnermovie.com/,146238,en,2013-09-24,62616646,91,Runner Runner,Drama
4300000,,152584,fr,2013-10-09,10165694,179,Blue Is the Warmest Color,Documentary
10000000,,209262,en,2013-10-02,653651,94,Parkland,Sci-Fi
1052753,,190754,en,2013-05-23,466088,120,On the Job,Adventure
78000000,,109451,en,2013-09-26,248384621,95,Cloudy with a Chance of Meatballs 2,Horror
55000000,http://www.captainphillipsmovie.com,109424,en,2013-10-10,95000000,134,Captain Phillips,Sci-Fi
12000000,,106747,en,2013-09-12,15008161,107,Machete Kills,Documentary
5000000,,85889,en,2013-09-23,9114264,97,Filth,Thriller
15000000,http://drona.erosentertainment.com/,19623,hi,2008-10-02,3250000,150,Drona,Thriller
8500000,,175528,en,2013-09-27,22456509,96,Baggage Claim,Comedy
100000,,115210,en,2012-05-19,95000,86,Stitches,Comedy
50000000,http://escapeplanmovie.com/,107846,en,2013-10-09,122915111,115,Escape Plan,Thriller
30000000,http://www.carrie-movie.com,133805,en,2013-10-16,82394288,100,Carrie,Drama
28000000,,162903,en,2013-10-11,8555008,128,The Fifth Estate,Comedy
25000000,,109091,en,2013-10-25,71009334,117,The Counselor,Thriller
20000000,,76203,en,2013-10-18,187000000,134,12 Years a Slave,Comedy
9000000,,152747,en,2013-10-18,6108720,106,All Is Lost,Documentary
110000000,http://www.if-sentinel.com/,80274,en,2013-10-23,125537191,114,Ender's Game,Thriller
15000000,,208134,en,2013-10-22,151831537,92,Bad Grandpa,Drama
170000000,http://marvel.com/thor,76338,en,2013-10-29,644571402,112,Thor: The Dark World,Drama
5000000,,152532,en,2013-09-07,55198285,117,Dallas Buyers Club,Action
103000,,123377,ko,2012-09-05,3623330,104,Pieta,Thriller
55000000,,175574,en,2013-10-30,110000000,91,Free Birds,Comedy
28000000,,137093,en,2013-10-31,134402450,105,Last Vegas,Comedy
12000000,,205220,en,2013-11-01,100129872,98,Philomena,Drama
17000000,,146304,en,2013-11-15,71625195,123,The Best Man Holiday,Comedy
2159280,,209274,pl,2013-10-25,15298355,80,Ida,Adventure
130000000,http://www.thehungergames.movie/,101299,en,2013-11-15,847423452,146,The Hunger Games: Catching Fire,Thriller
250000000,http://www.thehobbit.com/,57158,en,2013-12-11,958400000,161,The Hobbit: The Desolation of Smaug,Horror
175000000,,64686,en,2013-12-06,150962475,119,47 Ronin,Action
26000000,,146239,en,2013-10-10,51164106,105,Delivery Man,Comedy
13000000,,121642,it,2012-09-13,18295,127,Twice Born,Action
150000000,http://movies.disney.com/frozen,109445,en,2013-11-27,1274219009,102,Frozen,Documentary
11000000,http://www.cbsfilms.com/inside-llewyn-davis/,86829,en,2013-10-06,32935319,105,Inside Llewyn Davis,Horror
100000000,http://www.thewolfofwallstreet.com/,106646,en,2013-12-25,392000694,180,The Wolf of Wall Street,Documentary
22000000,,204082,en,2013-11-27,43058898,100,Homefront,Thriller
35000000,,192136,en,2013-12-06,27330000,141,Mandela: Long Walk to Freedom,Documentary
25000000,,152737,en,2013-12-26,74188937,121,August: Osage County,Sci-Fi
110000,,180048,ml,2013-03-21,270000,165,Amen,Drama
7000000,,158916,en,2013-01-24,6147,95,Sweetwater,Action
40000000,http://www.americanhustle-movie.com/,168672,en,2013-12-12,251171807,138,American Hustle,Horror
90000000,,116745,en,2013-12-18,188133322,114,The Secret Life of Walter Mitty,Thriller
23000000,http://www.herthemovie.com/,152601,en,2013-12-18,47351251,126,Her,Thriller
40000000,http://www.lonesurvivorfilm.com/,193756,en,2013-12-24,149295601,121,Lone Survivor,Drama
35000000,,140823,en,2013-11-16,112544580,125,Saving Mr. Banks,Drama
90000000,http://www.nutcrackerin3d.com/,49852,en,2010-11-24,16178959,110,The Nutcracker: The Untold Story,Drama
5000000,https://www.facebook.com/aperfectmanmovie,228331,en,2013-11-01,388,95,A Perfect Man,Documentary
30000000,,87516,en,2013-11-14,4861022,104,Oldboy,Documentary
1,http://aquientrenoslapelicula.com,114903,en,2012-03-30,2755584,73,Aquí Entre Nos,Thriller
50000000,,109443,en,2013-12-18,173649015,119,Anchorman 2: The Legend Continues,Action
39200000,http://snowpiercer-film.com/,110415,ko,2013-08-01,86758912,126,Snowpiercer,Horror
4620000,http://www.sabinarivaslapelicula.com.mx,142487,es,2012-11-09,2395000,115,The Precocious and Brief Life of Sabina Rivas,Sci-Fi
14000000,,82679,en,2012-10-25,11417362,87,Fun Size,Sci-Fi
32000000,,169881,en,2013-12-25,57284237,155,The Physician,Thriller
7200000,,14499,en,1987-07-01,2300000,99,Mio in the Land of Faraway,Horror
1800000,,211233,fi,2013-01-17,532269,93,The Hijack That Went South,Action
40000000,,64807,en,2013-12-25,44907260,113,Grudge Match,Documentary
1500000,http://www.yashrajfilms.com/microsites/dhoom/dhoommicro/microflash.htm,17478,hi,2004-08-27,12000000,124,Dhoom,Drama
5000000,,227348,en,2014-01-01,86362372,84,Paranormal Activity: The Marked Ones,Action
1000000,,191714,hi,2013-09-19,4235151,104,The Lunchbox,Drama
12000000,,245775,fr,2014-01-08,21026290,106,Yves Saint Laurent,Thriller
2300000,,204810,he,2013-07-03,4500000,107,Hunting Elephants,Action
22000000,,153158,es,2013-07-18,24000000,106,Underdogs,Comedy
18000000,,127560,en,2013-12-26,22309223,116,The Railway Man,Adventure
15000000,,118289,en,2013-09-19,21766271,113,Diana,Sci-Fi
25000000,,168530,en,2014-01-07,153997819,99,Ride Along,Horror
60000000,,137094,en,2014-01-15,50549107,105,Jack Ryan: Shadow Recruit,Thriller
85000000,http://www.thedivergentseries.movie/#divergent,157350,en,2014-03-14,288747895,139,Divergent,Sci-Fi
50000000,,102207,fr,2012-04-03,48600000,105,HOUBA! On the Trail of the Marsupilami,Thriller
7000000,,79316,en,2014-01-08,36433975,89,Devil's Due,Adventure
10000000,,41374,en,1990-04-06,22424195,98,The First Power,Horror
2000000,http://www.decodingannieparkerfilm.com/,177047,en,2014-05-02,48390,91,Decoding Annie Parker,Sci-Fi
3500000,http://www.dccomics.com/movies/justice-league-war-2014,217993,en,2014-02-02,5155325,79,Justice League: War,Thriller
7700000,http://www.facebook.com/YehJawaaniHaiDeewani,185008,hi,2013-05-31,46000000,159,Yeh Jawaani Hai Deewani,Drama
3000000,http://www.vizonteletuuba.com/,92834,en,2004-01-21,13954476,111,Vizontele Tuuba,Adventure
12516654,,126319,fr,2012-12-12,8109160,78,Ernest & Celestine,Horror
65000000,http://www.ifrankensteinfilm.com,100241,en,2014-01-22,71154592,92,"I, Frankenstein",Adventure
5000000,,157099,en,2014-03-14,75143,91,Better Living Through Chemistry,Action
18000000,,130150,en,2013-12-27,20275812,111,Labor Day,Sci-Fi
33000000,,157841,en,2013-10-16,9494789,105,The Young and Prodigious T.S. Spivet,Comedy
70000000,http://www.monumentsmen.com/,152760,en,2014-01-24,154984035,118,The Monuments Men,Adventure
60000000,http://www.thelegomovie.com,137106,en,2014-02-06,469160692,100,The Lego Movie,Action
120000000,http://www.robocop.com,97020,en,2014-01-30,242688965,102,RoboCop,Comedy
35000000,,144336,en,2014-03-28,17508518,110,Sabotage,Drama
8500000,http://www.thezerotheorem-movie.com,157834,en,2014-01-02,770706,107,The Zero Theorem,Thriller
20000000,,226857,en,2014-02-12,34077920,103,Endless Love,Drama
60000000,http://www.winterstalemovie.com/,137321,en,2014-02-13,30800231,118,Winter's Tale,Action
4000000,,157847,en,2014-04-11,2365467,118,Joe,Thriller
20000000,http://www.lovestory2050.com/,20493,hi,2008-07-04,5000000,171,Love Story 2050,Drama
12500000,,222899,en,2014-02-14,49002684,100,About Last Night,Documentary
30000000,,120467,en,2014-02-26,174600318,99,The Grand Budapest Hotel,Documentary
8000000,,225565,en,2014-01-29,26049082,94,That Awkward Moment,Comedy
165000000,http://www.interstellarmovie.net/,157336,en,2014-11-05,675120017,169,Interstellar,Drama
28000000,,192102,en,2014-02-14,52597999,113,3 Days to Kill,Adventure
50000000,,225574,en,2014-01-26,222809600,106,Non-Stop,Adventure
110000000,http://www.300themovie.com/,53182,en,2014-03-05,337580051,102,300: Rise of an Empire,Thriller
145000000,,82703,en,2014-02-07,272912430,92,Mr. Peabody & Sherman,Action
13300000,,97370,en,2014-03-14,5380251,108,Under the Skin,Action
66000000,,136797,en,2014-03-13,203277636,130,Need for Speed,Horror
6000000,http://barefootthemovie.com/,242042,en,2014-02-02,15071,90,Barefoot,Adventure
6000000,http://theveronicamarsmovie.com,177494,en,2014-03-13,3485127,107,Veronica Mars,Thriller
9500000,,209403,en,2013-09-06,7800000,88,Bad Words,Sci-Fi
22000000,,235260,en,2014-02-28,67800064,138,Son of God,Adventure
30000000,,192577,ja,2013-09-07,17137302,115,Space Pirate Captain Harlock,Sci-Fi
170000000,http://www.captainamericathewintersoldiermovie.com,100402,en,2014-03-20,714766572,136,Captain America: The Winter Soldier,Thriller
125000000,http://www.noahmovie.com,86834,en,2014-03-20,362637473,139,Noah,Adventure
290000,,142159,en,1928-04-07,596000,85,Across to Singapore,Horror
5000000,,155084,en,2014-04-18,13809,93,13 Sins,Horror
70000000,,188207,en,2014-01-10,61279452,99,The Legend of Hercules,Drama
50000000,,145220,en,2014-03-20,80383290,112,Muppets Most Wanted,Action
25500000,,190955,en,2013-08-22,2415472,128,Blood Ties,Comedy
1500000,,138222,en,2012-10-20,1938,90,Best Man Down,Action
200000,,193612,en,2014-04-01,17834867,98,The Quiet Ones,Adventure
25000000,,200505,en,2014-04-11,28831145,109,Draft Day,Drama
4500000,http://www.sonyclassics.com/theraid2/,180299,id,2014-03-27,2627209,150,The Raid 2,Documentary
200000000,http://www.theamazingspiderman.com,102382,en,2014-04-16,705717432,142,The Amazing Spider-Man 2,Comedy
5000000,,157547,en,2013-09-08,44030246,104,Oculus,Thriller
17000000,http://www.godsnotdead.com,249660,en,2014-03-21,29789000,113,God's Not Dead,Horror
33000000,http://www.labelleetlabete-lefilm.com/,197796,fr,2014-02-12,49100000,112,Beauty and the Beast,Documentary
103000000,http://www.riomovies.com/,172385,en,2014-03-19,500188435,102,Rio 2,Adventure
100000000,,157353,en,2014-04-16,103039258,119,Transcendence,Adventure
12000000,http://www.sonypictures.com/movies/heavenisforreal/,236751,en,2014-04-16,101332962,99,Heaven is for Real,Documentary
40000000,,193610,en,2014-04-16,196781193,109,The Other Woman,Documentary
28000000,,254473,en,2014-04-22,68896829,90,Brick Mansions,Sci-Fi
2000000,,210479,en,2014-04-10,4635300,85,Locke,Thriller
130000000,,76649,en,2014-02-18,117831631,105,Pompeii,Comedy
18000000,,195589,en,2014-05-08,268157400,96,Neighbors,Horror
750000,,49158,en,1977-02-25,3000000,102,Tentacles,Drama
10900000,,205601,en,2013-09-08,16505460,105,Belle,Sci-Fi
16000000,http://theimmigrant-lefilm.com/,152599,en,2013-07-03,5867686,117,The Immigrant,Thriller
1400000,,19703,hi,2008-09-05,3500000,103,A Wednesday!,Comedy
5000000,http://www.momsnightoutmovie.com/,252680,en,2014-03-25,10429707,98,Moms' Night Out,Horror
40000000,http://lucymovie.com/,240832,en,2014-07-14,126546825,89,Lucy,Horror
250000000,http://www.x-menmovies.com/,127585,en,2014-05-15,747862775,131,X-Men: Days of Future Past,Documentary
160000000,http://www.godzillamovie.com/,124905,en,2014-05-14,529076069,123,Godzilla,Sci-Fi
15000000,,187596,en,2014-05-02,59209,95,Walk of Shame,Action
70000000,http://www.dorothyofozthemovie.com/,59981,en,2013-06-13,18662027,88,Legends of Oz: Dorothy's Return,Sci-Fi
11000000,http://chefthefilm.com/,212778,en,2014-05-08,45967935,114,Chef,Documentary
318000,,210947,en,2014-04-04,121179,85,Afflicted,Documentary
40000000,,232672,en,2014-05-21,123494610,117,Blended,Documentary
8000000,,198277,en,2013-09-07,63464861,104,Begin Again,Horror
180000000,http://movies.disney.com/maleficent,102651,en,2014-05-28,758539785,97,Maleficent,Sci-Fi
178000000,http://www.edgeoftomorrowmovie.com/,137113,en,2014-05-27,370541256,113,Edge of Tomorrow,Comedy
150000000,http://www.missionimpossible.com,177677,en,2015-07-23,682330139,131,Mission: Impossible - Rogue Nation,Thriller
25000000,http://movies.disney.com/million-dollar-arm,198185,en,2014-05-09,38307627,124,Million Dollar Arm,Comedy
12000000,,222935,en,2014-05-16,307166834,125,The Fault in Our Stars,Action
12700000,,209185,en,2014-05-30,3430018,112,The Grand Seduction,Thriller
17500000,http://www.foxsearchlight.com/blacknativity/,175541,en,2013-11-27,7018189,93,Black Nativity,Comedy
19700000,http://www.minuscule.com/en/pages/home,140870,xx,2013-11-17,30000000,89,Minuscule: Valley of the Lost Ants,Documentary
3512454,,110428,fr,2013-03-13,115860,95,Camille Claudel 1915,Thriller
